漢字,仮名
平野,へいや
幸町,さいわいちょう
幹事,かんじ
広大,こうだい
広村,ひろむら
康弁,こうべん
康朝,やすしあさ
延州,えんしゅう
式文,しきぶん
弓張,ゆみはり
張著,ちょうちょ
律師,りっし
得度,とくど
復興,ふっこう
徳丸,とくまる
徳本,とくもと
心愛,こころあい
志村,しむら
応研,おうけん
忠延,ただしえん
快元,かいもと
思弁,しべん
性病,せいびょう
恩地,おんち
悪妻,あくさい
悲歌,ひか
愛未,まなみ
愛歯,あいは
成山,せいざん
成川,なりかわ
成通,なりみち
戦中,せんちゅう
戸倉,とくら
戸島,としま
所当,しょとう
折居,おりい
持組,じくみ
採油,さいゆ
改憲,かいけん
改新,かいしん
放水,ほうすい
放馬,ほうば
政官,せいかん
政庁,せいちょう
故郷,こきょう
故郷,こきょう
敬天,けいてん
敵機,てきき
敵討,かたきうち
文村,ふみむら
文検,ぶんけん
新和,しんわ
新城,しんじょう
外山,とやま
新川,しんかわ
新序,しんじょ
新春,しんしゅん
新田,にった
新町,しんまち
旅人,たびびと
日元,にちもと
日典,にってん
日宇,ひう
日底,にちそこ
日式,にちしき
日得,にちえ
日忠,にちただし
日新,にっしん
日東,にっとう
日柱,にちはしら
日油,にちあぶら
日置,ひおき
日連,にちれん
日重,にちじゅう
日野,ひの
早宮,はやみや
明希,あき
明村,めいむら
明覚,みょうがく
明運,めいうん
昭栄,しょうえい
時村,ときむら
晩秋,ばんしゅう
暖帯,だんたい
暖冬,だんとう
暖流,だんりゅう
暴行,ぼうこう
曲駅,きょくえき
月報,げっぽう
月天,がつてん
月山,がっさん
有喜,ありき
有限,ゆうげん
服毒,ふくどく
朝堂,ちょうどう
朝政,ちょうせい
木場,きば
木札,きふだ
木精,もくせい
木育,きいく
木表,きおもて
木谷,きたに
木道,もくどう
未来,みらい
未開,みかい
本久,もときゅう
本島,ほんしま
本村,もとむら
本牧,ほんもく
本町,ほんちょう
本町,ほんちょう
本野,もとの
東元,とうげん
東司,とうす
東成,ひがしなり
東武,とうぶ
東田,ひがしだ
東町,ひがしちょう
松丸,まつまる
松千,まつせん
松原,まつばら
松郷,まつさと
松電,まつでん
松高,まつたか
林健,はやしたけし
林村,はやしむら
林組,はやしくみ
枝川,えだがわ
柱体,ちゅうたい
栄村,さかえむら
栄村,さかえむら
栄橋,さかえはし
栄波,さかえなみ
栄町,さかえまち
栄町,さかえまち
栄町,さかえまち
栄興,さかえきょう
栄駅,さかええき
桜台,さくらだい
桜橋,さくらばし
桜橋,さくらばし
桜田,さくらだ
桜色,さくらいろ
梅田,うめだ
棒線,ぼうせん
森泉,もりいずみ
森真,もりまこと
森納,もりのう
検数,けんすう
検量,けんりょう
検食,けんしょく
権記,ごんき
横山,よこやま
樹要,きよう
機密,きみつ
歌絵,うたえ
歌織,かおり
正税,しょうぜい
正論,せいろん
武白,たけししろ
武装,ぶそう
歩調,ほちょう
残夢,ざんむ
残雪,ざんせつ
段永,だんえい
母材,ぼざい
比木,このき
民博,みんはく
水商,みずしょう
水生,すいせい
永取,えいしゅ
永山,ながやま
永山,ながやま
永野,ながの
池田,いけだ
池田,いけだ
油夫,あぶらおっと
油屋,あぶらや
油木,ゆき
泉平,いずみたいら
泉村,いずみむら
泉村,いずみむら
泉村,いずみむら
泉町,いずみちょう
泉町,いずみちょう
泉都,いずみみやこ
法会,ほうえ
法蔵,ほうぞう
法進,はっしん
洋書,ようしょ
洗張,あらいはり
洗面,せんめん
流山,ながれやま
浅川,あさかわ
海守,うみしゅ
清川,きよかわ
清書,せいしょ
清泉,せいせん
清県,きよしけん
清規,しんぎ
済物,すみもの
湯島,ゆしま
湯立,ゆだて
湯郷,ゆのごう
満願,まんがん
源信,げんしん
源光,げんこう
源村,げんむら
源氏,げんじ
源進,げんしん
準正,じゅんせい
漢中,かんちゅう
潮見,しおみ
潮解,ちょうかい
激指,げきゆび
無血,むけつ
焼山,たきやま
熱研,ねつけん
片平,かたひら
片棒,かたぼう
片町,かたまち
片白,かたじろ
牛子,うしこ
牛牛,うしうし
特電,とくでん
犬鳴,いぬなき
玉川,たまがわ
玉置,たまき
玉葉,ぎょくよう
王誕,おうたん
王質,おうしつ
球都,たまみやこ
理由,りゆう
理経,りけい
生地,きじ
産研,さんけん
田品,たひん
由夏,ゆか
町家,ちょうか
画賛,がさん
畑駅,はたけえき
留美,るみ
番線,ばんせん
番衆,ばんしゅ
番館,ばんかん
異人,いじん
発展,はってん
白子,しらこ
白管,しろかん
白門,しろもん
白銅,はくどう
白雪,しらゆき
白馬,はくば
百道,ももじ
皇覚,こうかく
益鳥,えきちょう
直訳,ちょくやく
相州,そうしゅう
相性,あいしょう
相方,あいかた
相聞,そうもん
真書,しんかき
真祖,まことそ
真金,まがね
真電,まことでん
矢口,やぐち
矢向,やこう
知客,しか
石上,いしがみ
破城,はしろ
社号,しゃごう
社歌,しゃか
祝村,しゅくむら
神典,しんてん
神島,かみしま
神座,かみくら
神明,じんめい
神明,じんめい
神木,かみき
神栄,しんえい
神童,しんどう
祭天,さいてん
福住,ふくずみ
福住,ふくずみ
福助,ふくすけ
福屋,ふくや
福田,ふくだ
福耳,ふくみみ
私寺,しじ
私軍,わたしぐん
科目,かもく
空目,そらめ
立花,たちばな
童画,どうが
竹内,たけうち
竹林,ちくりん
竹葉,ちくは
竹野,たけの
等呼,などこ
筋子,すじこ
箱男,はこおとこ
簡公,かんこう
米久,こめきゅう
米代,こめだい
米子,よなご
粉引,こひき
糸満,いとまん
紀南,きなん
紀要,きよう
紅旗,こうき
納品,のうひん
純州,じゅんしゅう
紙管,しかん
素子,もとこ
終作,おわりさく
終電,しゅうでん
組手,くみて
組頭,くみがしら
経書,けいしょ
経机,きょうづくえ
給地,きゅうち
統一,とういつ
綿半,めんはん
総代,そうだい
緑会,みどりかい
緑山,みどりやま
緑橋,みどりはし
緑町,みどりまち
編成,へんせい
縮毛,しゅくもう
美優,みゆ
美国,よしくに
美園,みその
群行,ぐんこう
義円,ぎえん
義宗,よしむね
義戦,ぎせん
老松,おいまつ
老眼,ろうがん
聖女,せいじょ
聖守,ひじりしゅ
聖宝,しょうほう
聖山,せいざん
聖明,しょうみょう
職種,しょくしゅ
肉球,にくきゅう
能取,のとろ
能開,のうかい
臨死,りんし
自活,じかつ
興平,こうへい
興正,こうしょう
興研,きょうけん
船場,せんば
花人,はなびと
花善,はなぜん
花立,はなたて
花雲,はなくも
花音,かのん
若松,わかまつ
若菜,わかな
若葉,わかば
英田,えいだ
茶花,ちゃばな
菜売,なうり
葉桜,はざくら
蔵前,くらまえ
蔵本,くらもと
薬石,やくせき
大判,おおばん
虫王,むしおう
衆徒,しゅと
行会,ぎょうかい
行善,ぎょうぜん
行幸,ぎょうこう
行教,ぎょうきょう
行表,ぎょうおもて
街風,まちかぜ
複葉,ふくよう
西下,にしした
西側,にしがわ
西原,にしはら
西州,せいしゅう
西律,にしりつ
西片,にしかた
西研,にしけん
西通,にしとおり
要村,ようむら
要町,かなめちょう
要町,かなめちょう
親方,おやかた
親政,しんせい
観潮,かんちょう
角手,かくて
角石,かどいし
言花,げんはな
討論,とうろん
設楽,したら
証券,しょうけん
試走,しそう
警務,けいむ
谷保,やほ
谷町,たにまち
豊富,ほうふ
豊島,とよしま
豊村,とよむら
豊橋,とよはし
貝州,かいしゅう
買王,ばいおう
赤岩,あかいわ
赤羽,あかばね
軍学,ぐんがく
迷子,まいご
追想,ついそう
追星,ついほし
送信,そうしん
逆川,さかさがわ
通正,みちまさ
連勝,れんしょう
連対,れんたい
連帯,れんたい
進士,しんじ
進行,しんこう
道合,みちごう
道忠,どうちゅう
選日,せんにち
部品,ぶひん
都川,みやこがわ
都村,つむら
都町,みやこちょう
都町,みやこちょう
酒折,さかおり
酒株,さけかぶ
里道,りどう
重田,しげた
野間,のま
金城,きんじょう
金氏,きんし
鉄器,てっき
銀塩,ぎんえん
銀紙,ぎんがみ
銀連,ぎんれん
鏡村,かがみむら
長信,ながのぶ
文音,あやね
長銀,ちょうぎん
長高,ちょうこう
門外,もんがい
門徒,もんと
門葉,もんよう
閉会,へいかい
開会,かいかい
開国,かいこく
開眼,かいがん
間坂,かんさか
間男,まおとこ
関将,かんしょう
関寺,かんてら
関屋,せきや
関山,せきやま
関氏,かんし
関銭,せきせん
降雪,こうせつ
院号,いんごう
院庁,いんちょう
陸士,りくし
陸州,りくしゅう
障害,しょうがい
雑米,ざつこめ
雑賀,さいか
雪形,ゆきかたち
雪見,ゆきみ
雲台,うんだい
青島,あおしま
青師,あおし
青豆,あおまめ
静間,せいかん
音羽,おとわ
預地,よち
領家,りょうけ
頭取,とうどり
頭島,あたましま
類語,るいご
風馬,ふうま
飯南,いいなん
飯高,いいだか
館村,たてむら
馬橋,まばし
馬絹,まぎぬ
骨法,こっぽう
高卒,こうそつ
高大,こうた
高安,たかやす
高宮,たかみや
高島,たかしま
高島,たかしま
高島,たかしま
高明,こうめい
高望,こうぼう
高札,こうさつ
高松,たかまつ
高構,たかこう
高湖,たかみずうみ
高護,たかご
高谷,こうや
高質,こうしつ
魚力,さかなちから
魚家,さかないえ
鳥安,とりあん
鳥島,とりしま
黒手,くろて
鼻葉,はなは
矢島,やじま
冷戦,れいせん
春雨,はるさめ
首長,しゅちょう
太原,たわら
海洋,かいよう
康忠,やすただ
軍部,ぐんぶ
期限,きげん
金完,きんかん
白加,しろか
北面,ほくめん
氷点,ひょうてん
西面,にしめん
野史,やし
熱愛,ねつあい
円島,えんしま
戦友,せんゆう
土地,とち
経路,けいろ
内閣,ないかく
臨場,りんじょう
学位,がくい
師長,しちょう
全音,ぜんおん
正字,せいじ
標的,ひょうてき
評決,ひょうけつ
方向,ほうこう
気道,きどう
集合,しゅうごう
調停,ちょうてい
毛利,もうり
関山,せきやま
張氏,ちょうし
張氏,ちょうし
十両,じゅうりょう
別名,べつめい
就役,しゅうえき
聖障,ひじりしょう
青春,せいしゅん
食性,しょくせい
王子,おうじ
牛皮,ぎゅうひ
張平,ちょうたいら
宮古,みやこ
特典,とくてん
山城,やましろ
密会,みっかい
五糖,ごとう
万全,ばんぜん
資陽,しよう
康州,やすししゅう
王一,おういち
陽城,ようじょう
長治,ちょうじ
沿河,えんかわ
兵制,へいせい
秘密,ひみつ
家家,いえいえ
許国,もとくに
木青,きあお
時間,じかん
花橋,はなはし
世代,せだい
銭易,せんえき
謝陛,しゃへい
程英,ほどえい
電母,でんはは
地方,ちほう
少将,しょうしょう
出雲,いずも
長栄,ちょうえい
福州,ふくしゅう
王英,おうえい
万子,まんこ
文公,ぶんこう
人物,じんぶつ
推手,すいて
路最,みちさい
西面,にしめん
銭泳,せんえい
骨島,ほねしま
山神,さんしん
黄明,きめい
金原,かねはら
粉食,ふんしょく
女川,めがわ
改造,かいぞう
上郷,かみさと
草深,くさしん
組討,くみうち
厚生,こうせい
接合,せつごう
多聞,たぶん
十島,じゅうしま
都城,とみしろ
青木,あおき
借金,しゃっきん
不満,ふまん
